date,JNJ,UNH,PFE,MRK,ABBV,MDT,AMGN,ABT,LLY,BMY,GILD,TMO,CVS,BIIB,ANTM,BDX,AET,AGN,DHR,CELG,ISRG,SYK,ILMN,ESRX,BSX,HUM,VRTX,CI,ZTS,BAX,HCA,REGN,CNC,EW,ALGN,ALXN,MCK,ZBH,A,IDXX,IQV,CERN,MYL,LH,CAH,ABMD,RMD,MTD,WAT,DGX,ABC,COO,INCY,HSIC,UHS,HOLX,NKTR,PKI,VAR,PRGO,DVA,XRAY,EVHC
2017-06-16,130.0068,178.5034,31.4804,60.5686,68.0246,85.6173,156.7495,47.0453,79.2669,52.6857,61.8612,174.1897,74.4525,251.74,186.9544,188.1237,148.3888,230.8273,83.801,122.36,304.9464,140.144,171.86,63.01,27.75,232.4704,123.14,169.0406,62.1689,57.2019,82.6252,459.91,78.63,114.99,145.26,113.98,157.8941,124.6231,58.851,160.71,87.13,66.04,36.72,140.77,72.253,143.39,75.5949,587.38,184.16,105.2167,90.5188,238.863,118.05,91.365,114.571,44.32,18.2,63.2694,102.96,72.2037,66.17,63.1992,58.63
2017-06-19,129.7359,179.8694,31.7191,61.2515,68.3022,86.5018,159.3263,47.7088,79.7122,53.4209,62.5365,175.5744,75.4573,260.54,189.6904,190.2774,149.5122,232.9641,84.5847,125.16,312.133,139.2967,176.6,64.23,28.25,233.4916,125.58,170.2203,62.646,58.8015,83.8139,471.67,78.63,118.84,149.7,116.16,159.7909,125.7811,59.8795,164.38,87.87,67.34,37.23,141.89,73.4284,145.94,77.3696,594.78,185.58,105.6759,91.7123,242.0219,122.28,92.53,115.0191,45.02,18.39,67.4098,104.61,72.3224,66.05,63.477,58.86
2017-06-20,129.881,180.1151,32.0438,62.0691,68.1873,86.3366,160.4844,47.5917,80.1091,53.8466,63.2794,174.9966,75.1481,266.0,188.9622,191.2412,149.3841,233.9051,84.9914,126.22,313.453,138.9026,175.3,63.42,28.01,230.993,126.33,169.5405,62.6161,59.1273,82.952,495.33,78.32,117.87,146.99,119.05,159.0203,125.9097,59.6619,166.02,88.39,66.85,37.42,144.45,73.5248,144.46,76.9382,592.9,184.28,105.8714,91.2231,242.7016,124.58,91.06,113.6351,45.4,18.16,67.778,104.07,71.5511,65.08,62.852,58.14
2017-06-21,130.5487,181.7367,32.3493,62.9636,68.3022,86.3074,165.3678,47.3966,80.0027,54.2432,65.1221,174.9269,75.5153,278.6,189.031,190.2873,149.8768,239.5511,85.785,132.83,317.7563,138.7253,177.38,63.97,27.91,234.2055,134.83,170.1403,62.6161,59.2952,83.2591,522.02,80.12,118.89,149.42,123.58,160.8973,127.4367,59.1279,166.61,89.78,67.15,38.27,146.21,74.6521,145.5,76.8597,598.54,185.43,106.5457,93.5416,243.7712,133.99,91.635,112.729,45.79,19.16,67.8079,104.35,72.5103,64.29,63.2687,58.24
2017-06-22,131.6519,183.2895,32.5212,63.5023,70.0639,86.599,167.7515,48.0797,81.6194,55.4622,67.9971,174.7974,74.6071,280.57,190.3006,191.8313,150.7439,242.2172,85.2691,133.68,318.053,139.1391,182.99,64.91,27.86,234.9888,135.53,170.6402,63.123,59.9173,85.3295,526.53,83.0,118.53,149.69,126.23,163.5646,128.2993,59.9388,166.52,90.88,67.34,39.01,150.34,75.8757,144.73,76.1146,595.76,184.89,107.0636,94.2753,244.9708,135.63,92.13,114.7104,46.49,19.5,67.4794,104.58,73.8155,65.07,63.3282,60.3
2017-06-23,132.0196,182.0611,32.6262,63.6369,69.5469,86.706,166.4776,47.8943,81.2128,54.7946,68.0357,173.7714,74.7906,280.32,187.1611,191.9198,149.8768,241.5801,84.9715,134.31,316.313,139.0405,185.28,65.22,28.1,236.3968,133.5,169.5705,62.3975,60.6085,85.4285,517.33,84.15,120.15,153.5,126.07,164.9378,128.0019,59.1081,167.35,91.08,68.32,39.03,151.62,76.7718,144.49,76.9087,599.64,185.47,107.2004,93.7373,246.1004,136.28,92.085,114.9294,46.13,19.99,68.1264,105.03,74.4385,64.89,63.3381,60.65
2017-06-26,131.9325,181.9333,32.5021,63.4061,69.6426,86.6574,167.6068,47.7284,81.5903,55.0655,68.7304,172.566,77.409,279.81,185.1731,191.4969,148.9801,243.9816,84.7831,133.85,313.4797,137.8484,180.89,65.52,27.72,232.7579,133.41,168.2208,62.3378,60.2135,85.8049,515.91,82.35,118.32,151.67,125.09,165.5799,127.9721,58.584,165.97,90.18,67.31,39.03,152.3,76.5695,142.78,76.1734,596.14,184.92,107.5424,93.9036,246.6702,134.67,92.48,115.3775,46.14,19.735,67.778,104.18,75.012,64.45,63.5663,62.21
2017-06-27,130.6455,181.4222,32.2443,63.0406,69.3075,86.3074,164.8852,47.4942,80.3899,54.0788,68.1612,173.0342,77.7664,271.25,184.4448,191.7624,148.9801,241.2174,83.9399,130.85,312.003,137.5331,176.36,64.62,27.81,235.0582,129.23,167.0111,62.3776,59.9272,85.2007,502.12,81.01,117.13,149.34,122.11,164.671,127.1689,58.228,162.44,89.47,66.34,38.43,150.3,76.3575,140.47,75.5165,591.12,183.21,106.9756,93.4536,243.1615,130.31,91.435,117.5281,45.49,18.82,67.2306,102.65,73.8649,64.12,63.9235,62.67
2017-06-28,129.494,182.5033,32.2252,62.6751,69.8149,86.8032,167.9928,47.3088,80.448,54.0497,69.3864,175.0963,78.5007,274.64,184.9467,191.6838,149.7191,241.8251,84.1783,134.23,315.4364,138.1607,181.0,65.21,28.12,238.1271,131.11,168.0908,62.5664,60.1049,86.1616,513.19,81.36,118.39,152.24,125.81,164.6019,127.4268,58.7422,164.65,90.59,67.15,39.07,152.97,76.1937,142.41,75.6635,594.67,184.21,108.5783,94.2851,242.2618,134.33,92.14,119.8978,45.78,19.51,67.9572,102.25,75.6448,64.72,64.8251,63.36
2017-06-29,128.3521,182.0807,32.1106,61.8863,69.3937,86.2297,166.5645,47.5527,80.0607,54.0014,68.3638,173.2235,77.5539,271.88,184.2086,190.0316,149.5614,239.1884,83.4927,131.7,310.1664,137.1823,176.75,63.89,27.82,237.71,127.24,166.6612,62.1192,59.4038,85.9932,509.93,79.95,117.23,148.62,122.43,161.658,126.812,58.2784,160.54,89.42,66.13,38.76,152.05,75.8374,140.24,75.5851,583.87,182.84,108.0213,93.6786,237.0337,128.78,91.19,121.3515,45.48,19.34,67.4098,102.68,75.0713,64.06,64.1098,62.16
2017-06-30,128.0134,182.2281,32.0724,61.6459,69.4224,86.2685,166.217,47.4356,79.6735,53.9046,68.2866,173.8012,77.7374,271.36,185.1534,191.8804,149.6107,238.2768,83.8504,129.87,311.7897,137.1527,173.52,63.84,27.72,238.9812,128.87,167.351,61.9999,59.7791,86.3795,491.14,79.88,118.24,150.12,121.67,162.5471,127.3177,58.7838,161.42,89.5,66.47,38.82,154.14,75.5176,143.3,76.3499,588.54,183.84,108.6271,92.4753,239.3329,125.91,91.51,121.5506,45.38,19.55,67.8178,103.19,74.6758,64.76,64.4178,62.67
2017-07-03,128.6037,183.437,32.292,61.819,69.3362,86.3269,166.7671,47.5332,80.0607,54.4367,68.2094,173.7415,77.892,272.52,186.6001,191.4084,150.1724,239.1492,83.7213,130.18,307.2197,136.5992,174.13,63.92,27.63,237.3226,128.23,167.461,62.2881,59.4828,86.3696,487.73,80.14,118.01,149.03,121.08,162.557,127.2979,58.6054,159.32,88.23,65.5,38.81,151.6,75.8762,142.29,76.2714,588.4,182.52,108.1385,92.6416,236.294,125.87,90.985,121.0129,44.73,19.76,67.4098,102.9,74.9032,64.38,64.2091,61.4
2017-07-05,129.3198,185.0094,32.1202,61.7132,69.3937,86.8643,168.1762,47.8162,80.0607,54.8946,68.3638,175.0664,76.9645,277.71,188.224,193.7195,151.0888,239.453,83.5524,133.2,312.6964,138.1014,174.35,63.68,27.63,240.6697,129.0,169.1206,62.1689,59.9469,86.4191,497.0,81.59,119.58,151.94,125.05,163.2682,126.693,59.2398,161.38,89.16,66.58,38.47,153.33,76.2638,142.38,75.5753,588.0,183.78,108.2656,93.1503,237.9434,128.34,91.84,121.7896,45.16,20.05,67.9273,103.72,73.8649,64.1,64.6562,62.29
2017-07-06,128.236,183.722,31.7191,60.6936,68.6756,85.2619,165.7248,46.7818,78.9958,53.8522,67.0324,174.3691,76.0467,271.96,187.2694,192.1066,150.1034,236.7673,82.3998,131.95,311.5997,137.6369,172.32,62.53,27.31,236.836,128.46,167.9009,61.4135,59.4038,84.0318,490.19,79.7,117.08,149.74,121.09,161.1048,124.571,58.6946,159.26,87.86,65.03,37.65,150.99,74.5193,139.96,74.5556,584.74,182.24,106.9606,90.4992,236.104,127.22,90.555,119.2208,44.59,19.5,67.2107,103.13,71.5115,63.05,63.8713,60.58
2017-07-07,128.2554,184.7244,31.8433,60.7513,68.9628,85.9458,165.445,47.2697,79.6638,54.4659,66.8105,176.8097,75.979,273.93,188.5783,194.5161,151.6307,235.9243,82.5389,132.56,314.7564,139.4652,172.11,62.5,27.59,236.6075,130.35,169.5705,62.2086,59.9568,85.3295,496.5,81.26,118.17,151.95,123.06,162.6854,126.0386,59.101,161.43,88.85,65.74,37.61,151.45,74.8101,142.05,75.3204,588.18,184.08,107.6671,91.8688,242.6417,130.84,91.42,121.5108,45.08,19.79,67.6486,103.64,71.65,63.42,64.1793,61.65
2017-07-10,127.2974,183.7318,31.9006,60.4339,68.7714,85.2032,166.1881,47.0648,79.6541,54.4854,66.8491,176.989,75.4959,273.58,189.0803,194.2309,151.7884,236.3948,82.0321,131.93,315.7497,138.9118,169.0,61.83,27.56,237.412,128.66,169.5305,62.0894,59.7889,85.0719,499.91,81.13,117.53,151.58,123.76,162.715,126.3261,59.329,161.51,88.27,65.34,37.72,151.52,74.3158,141.15,75.3204,593.0,180.39,106.5485,90.4797,244.0511,129.56,90.31,121.222,44.81,19.51,68.1363,103.06,71.205,62.34,63.8217,60.84
2017-07-11,126.9877,182.749,31.6714,59.9626,68.7809,85.2619,167.269,46.9867,79.7219,53.9009,66.9069,177.9553,75.0129,271.76,189.0606,193.1294,152.2827,237.326,82.5687,132.25,314.163,138.8525,173.15,61.56,27.53,237.412,132.17,171.1201,61.831,59.8679,85.587,492.0,81.98,117.59,151.59,124.32,163.1991,125.4238,59.2695,161.72,88.12,65.31,37.65,151.47,74.2964,142.06,74.938,592.58,180.84,106.5191,90.1764,244.441,131.92,90.34,121.6103,44.48,20.96,68.3453,103.74,71.6599,63.36,63.6826,61.16
2017-07-12,127.9554,183.4763,31.7191,60.3858,69.4378,85.7993,167.2207,47.5215,80.8352,53.6184,67.3411,179.5093,74.8293,275.08,190.4778,194.8701,152.8363,240.7273,82.9562,133.56,316.113,142.6672,173.23,62.12,27.82,237.5908,131.44,172.0199,62.1788,60.5098,85.6365,496.99,82.5,118.44,152.51,124.94,164.3253,125.2949,60.1912,164.63,88.91,65.71,38.58,152.45,74.9264,144.08,75.5949,602.35,182.91,106.8527,91.184,247.8198,133.22,91.585,122.2774,45.16,20.85,68.6638,104.84,72.4608,63.88,63.9806,61.87
2017-07-13,127.5973,182.2871,31.7764,60.4916,70.1624,85.7993,168.9289,47.1781,81.3386,53.258,68.0936,179.3399,75.2834,278.36,189.5035,194.6144,153.2713,239.2962,83.7213,134.47,312.8464,141.5208,173.0,61.72,27.59,236.4387,130.92,173.0097,62.6658,60.5295,85.7554,505.05,82.4,116.03,152.19,126.91,164.3154,127.8928,60.6472,163.59,89.22,65.22,39.05,152.42,75.1687,142.99,75.6145,603.01,182.74,106.627,90.8416,246.3603,133.42,91.215,122.5363,44.84,20.81,68.9226,104.74,73.1233,64.24,64.4674,61.3
2017-07-14,128.3134,183.6826,31.9197,60.6551,70.6261,86.5419,170.946,47.9925,81.6581,53.7256,68.084,180.2564,75.2931,280.81,189.5133,197.2992,153.4987,240.9822,84.4565,134.57,317.2497,143.695,172.33,62.14,27.78,237.4617,130.99,173.7595,62.964,61.3293,85.8248,504.9,82.8,116.92,154.3,126.71,165.4712,131.3732,60.9742,166.5,89.38,65.83,39.21,153.3,75.7017,145.07,76.0753,604.76,183.39,106.9802,90.9394,250.2689,134.27,92.26,123.6216,45.17,20.67,69.1316,106.2,73.0541,64.7,64.686,61.79
2017-07-17,127.878,183.1421,31.7478,60.2223,70.23,84.0893,171.2065,47.8453,80.9707,53.3749,68.6435,180.097,75.6505,282.65,189.0507,196.6797,153.2318,242.6289,84.9235,134.87,316.0297,143.1119,171.74,62.72,27.69,235.9421,129.21,174.1494,62.6857,61.4182,85.6861,498.11,83.69,116.1,156.21,125.78,166.0837,131.4922,61.004,166.03,90.08,66.23,38.75,153.68,75.6823,144.04,76.1048,609.72,185.22,107.5984,90.6949,251.8883,130.62,92.755,123.5618,44.61,20.66,69.6093,106.01,73.0442,65.27,64.6363,61.65
2017-07-18,130.1133,183.6335,31.8528,60.0299,69.776,83.8841,171.2837,47.8257,81.0288,53.3262,69.1645,178.6625,75.3607,282.6,186.4525,197.6828,151.561,240.8645,84.9335,134.27,315.5497,143.6654,173.66,62.65,27.79,233.4591,132.16,172.0599,62.0794,61.3589,85.062,497.63,84.44,116.49,156.02,126.77,163.4065,130.0743,60.667,165.53,90.07,66.16,38.11,153.31,74.5969,144.34,76.0067,606.48,183.5,107.5493,89.384,253.1078,130.85,92.19,122.9246,44.95,21.6,69.0818,105.4,72.0851,65.21,64.5767,61.14
2017-07-19,130.839,185.9332,32.1011,60.2319,70.2976,83.6887,172.9244,48.5028,81.5419,53.6476,70.1582,179.4595,74.7713,281.95,187.2792,198.6761,152.4804,241.5311,85.2415,135.0,322.263,144.5054,173.88,62.05,27.93,234.6211,159.69,174.2694,62.0397,61.665,84.428,506.79,84.65,119.04,159.28,127.3,162.8533,129.9652,60.8355,167.78,90.96,65.57,38.34,155.01,74.6259,144.55,76.5362,608.76,182.91,107.8633,89.1884,254.8373,130.45,92.6,123.1437,45.28,21.66,69.1317,105.42,71.8379,65.41,64.1892,62.23
2017-07-20,132.1551,188.2035,32.0247,60.5397,71.4955,83.7083,173.0595,49.8961,82.0453,54.0081,70.8336,180.8541,75.0339,281.44,187.6729,199.9644,153.9534,244.1384,82.6681,136.31,323.9097,145.6716,171.97,62.64,27.73,234.2239,159.33,174.4493,62.3677,62.2476,84.953,521.13,85.4,119.42,160.17,129.81,163.0707,128.3787,60.439,167.29,90.3,65.46,39.49,156.12,74.9361,144.3,76.5067,610.32,184.11,107.5886,89.9514,253.9375,133.79,92.22,124.4579,45.41,22.17,69.2014,104.35,74.6659,66.42,62.6195,62.94
2017-07-21,130.9358,188.4786,31.9674,60.2415,72.0944,83.2197,173.9184,49.8863,81.9582,54.2127,71.1616,181.4817,74.9075,282.92,187.6335,201.9018,154.5268,246.0008,82.519,137.74,309.1564,144.4758,172.75,62.5,27.62,234.3133,163.17,174.1894,62.7752,61.8823,84.9233,515.92,84.73,118.01,158.87,131.79,163.9104,128.5175,60.8256,166.62,91.15,65.38,39.17,156.55,73.9378,144.1,75.4969,613.49,185.24,107.3335,89.6286,248.3489,134.22,92.46,123.8805,45.01,22.24,69.2612,103.88,75.3581,65.76,62.5103,62.61
2017-07-24,128.7102,187.604,31.8146,60.1838,71.3989,83.1415,174.7388,49.8471,82.0356,54.1639,71.7694,181.4618,74.9756,284.7,187.978,202.2263,154.2994,248.5003,82.4991,137.84,316.3897,145.1181,173.99,62.61,27.62,233.8961,166.11,174.4893,62.9044,61.9415,85.2799,521.22,84.2,117.14,161.19,130.74,164.7204,127.7044,60.9544,170.18,91.72,65.74,38.76,157.89,74.6938,147.3,75.6831,614.99,185.01,107.3825,91.1058,250.5584,138.27,92.845,123.7908,45.13,22.95,69.1118,104.46,75.4965,65.48,62.2818,60.28
2017-07-25,127.6167,187.1224,31.6046,59.9818,70.0561,83.9623,174.5747,49.8765,79.567,54.5049,71.1423,179.4395,76.7357,282.96,187.5646,200.8888,154.4675,249.5785,81.4658,136.44,314.973,144.3473,173.85,62.56,27.58,233.3101,161.97,173.7695,60.9066,61.3096,81.4067,513.45,82.85,115.87,158.56,129.35,165.5996,127.6846,60.0029,166.55,90.52,65.55,38.82,156.93,75.2947,148.3,76.1636,600.9,175.11,106.1462,92.5927,250.7683,133.56,92.37,122.3671,45.09,23.23,67.976,103.77,75.4273,65.37,62.6394,58.88
2017-07-26,126.7168,187.4664,31.4041,59.4432,70.1237,83.7767,169.7493,49.4546,79.2282,54.5341,71.5764,174.389,76.1328,295.61,182.0631,199.3645,153.9139,251.0782,81.4857,137.75,314.6364,144.0409,176.3,63.47,27.42,231.9097,163.42,173.5296,61.6819,60.4505,80.8619,515.63,83.39,115.61,158.69,131.07,164.3352,127.6152,59.1902,166.83,91.7,64.62,39.19,161.17,75.2753,145.08,76.144,597.85,172.58,106.1855,92.1623,246.9492,137.19,92.37,112.3905,45.14,23.12,65.844,102.59,75.3877,64.89,62.7586,58.15
2017-07-27,126.6006,185.6777,31.5091,61.2611,69.2929,82.7409,166.1398,49.17,80.3705,52.8391,72.3193,174.5982,76.7454,287.95,180.6163,198.3319,152.1443,249.1276,80.6411,134.15,310.6164,142.3609,174.33,62.33,27.05,231.0159,156.19,172.0299,61.6322,59.6211,79.2076,508.41,81.17,116.36,157.26,133.92,160.5614,124.3826,59.3785,164.4,91.59,63.52,38.49,160.1,74.2383,142.97,75.9479,595.21,173.23,106.941,90.7634,246.5793,132.72,91.415,109.8814,44.44,22.61,65.5451,100.19,73.0838,64.88,62.5003,56.78
2017-07-28,127.5877,187.8595,31.6523,61.6651,68.0468,82.3599,168.4464,48.6794,80.448,53.8425,73.2648,175.2955,77.5525,287.44,184.8188,198.6367,153.5185,248.0004,80.9094,134.1,313.733,146.0669,174.92,62.9,27.01,231.4926,154.15,173.9295,61.831,59.9667,79.6831,508.71,82.69,115.51,173.06,137.99,160.5417,122.7366,59.547,167.52,90.65,64.6,38.74,160.07,75.2171,146.25,75.8792,578.06,174.11,107.4512,91.9275,246.5393,135.74,91.455,111.0165,44.12,22.91,65.6447,97.5,73.6375,65.47,62.242,56.16
2017-07-31,128.4295,188.5081,31.6619,61.4439,67.5348,82.0472,168.4174,48.2575,80.022,55.4304,73.4095,174.8572,77.7276,289.59,183.2638,198.0663,152.5496,247.3339,80.969,135.41,312.753,145.3751,173.85,62.64,26.62,229.6254,151.82,173.5196,62.1391,59.7198,79.584,491.62,79.42,115.18,167.23,137.34,159.9094,120.2974,59.2596,166.46,90.55,64.37,38.99,158.91,74.8779,148.09,75.6145,573.08,173.44,106.2738,91.7808,243.81,133.29,91.105,110.3494,44.21,21.83,65.5849,97.12,74.0825,64.78,61.6261,56.43
2017-08-01,128.2263,188.9209,31.5855,61.0207,68.5781,81.7638,168.0507,48.3359,79.6832,54.6608,73.0332,175.6541,76.8816,291.15,187.4662,193.7883,155.12,247.2064,80.8994,137.06,313.6564,144.8118,172.3,62.36,26.83,244.2551,153.2,174.6993,61.7415,59.1273,78.534,472.0,82.38,116.19,169.43,137.79,152.8164,116.9359,59.4083,154.68,90.42,64.81,38.59,158.65,74.9458,146.78,75.9675,576.61,175.74,104.959,89.2862,243.66,128.76,90.635,108.1689,44.0,20.65,66.4716,97.9,71.3237,57.7,61.1194,54.75
2017-08-02,127.8876,189.6776,31.7398,61.0207,68.3076,81.2948,168.3692,48.3065,79.2088,53.8035,73.1683,175.7637,77.5525,288.0,185.9604,197.6041,152.9747,245.2264,80.7603,134.85,310.9897,143.4381,197.85,61.98,26.51,239.448,157.55,174.6993,61.165,58.7521,78.2368,476.82,81.79,114.24,167.99,137.97,157.6768,116.698,59.6659,151.21,91.62,64.08,36.92,159.85,68.8012,146.44,71.0945,577.0,176.69,105.9402,89.2862,244.2099,125.71,89.65,108.1689,43.67,20.5,66.4716,98.21,71.3237,58.46,60.7617,54.75
2017-08-03,129.0392,191.4172,32.2315,61.0976,68.5781,81.3828,168.099,48.2378,79.3153,54.0665,71.7501,175.0664,76.4342,286.09,188.411,195.6077,156.7314,245.4029,80.7603,135.9,311.3864,144.6536,198.46,62.6,26.74,247.1453,154.03,176.009,61.9005,58.841,78.217,467.11,83.19,116.45,170.46,136.72,153.4585,116.1724,59.8344,154.09,91.1,63.58,34.7,160.56,67.2215,147.89,72.0162,577.64,178.16,105.5379,79.934,244.7198,125.98,89.59,107.91,39.91,20.04,66.103,97.14,67.5464,58.5,60.9505,54.82
2017-08-04,128.8747,191.5253,32.4339,60.6936,68.5781,81.7638,167.7805,48.3359,79.6832,54.5049,70.5827,175.6541,75.8216,288.27,187.4662,193.7883,155.0013,237.8455,80.4921,136.7,310.3564,144.8118,194.47,62.53,26.83,244.2551,154.54,172.5098,61.7415,59.1273,78.1279,468.76,82.38,116.19,169.3,136.64,152.8164,116.9359,59.5966,152.6,90.42,63.08,32.92,158.65,67.0083,151.01,73.6241,576.61,177.85,104.959,79.0731,243.66,128.7,89.355,107.6213,39.25,20.03,64.0507,96.61,66.6762,57.7,61.1889,55.79
2017-08-07,128.565,191.427,32.1158,60.4435,68.8003,82.438,168.485,48.3752,79.4508,54.8459,70.8529,176.6702,76.9399,291.01,187.5941,194.5653,155.1991,236.4438,80.9094,137.06,312.2097,145.0094,199.58,62.32,26.76,247.92,156.47,175.939,61.4533,58.9792,77.7514,470.1,82.6,116.48,174.01,138.33,153.7944,116.2022,60.33,155.49,91.19,63.38,32.0,158.21,67.1052,153.35,73.5849,581.62,177.95,104.7235,78.8285,244.5698,132.0,91.895,106.7849,39.03,20.25,65.555,96.48,66.7553,56.85,61.934,55.05
2017-08-08,127.9941,191.5449,32.0868,59.9434,69.0418,81.9104,167.6261,47.9631,79.354,55.4401,70.6889,173.3231,76.4051,289.26,188.9425,193.3753,154.4873,234.9931,79.7568,135.27,311.4597,144.4263,197.61,62.24,26.51,248.5159,153.26,175.5891,59.6344,58.9694,77.3948,469.68,82.72,116.16,173.62,136.04,155.3553,114.0703,59.6065,154.77,90.67,63.16,31.79,157.43,67.2021,155.87,72.9476,575.19,176.64,104.2132,78.584,243.5301,130.7,87.01,106.8944,38.96,19.64,63.7916,95.88,65.8258,57.05,61.0101,55.55
2017-08-09,128.9231,191.4761,32.2507,60.1069,69.5731,82.0277,167.491,47.8551,79.9349,55.9175,71.2967,172.5959,77.2414,288.74,189.7987,194.5653,153.8051,233.2582,79.717,135.57,314.483,143.4776,199.23,61.2,26.57,253.2236,152.58,178.0385,60.4395,59.2656,77.1868,474.09,82.73,116.26,175.77,136.85,152.4015,111.9087,59.1506,154.51,90.1,62.49,32.08,157.75,66.1263,155.85,72.6731,575.57,176.7,104.4978,78.0655,242.6503,130.08,84.825,106.3866,38.33,18.68,64.0108,96.2,65.6281,56.52,55.8638,54.35
2017-08-10,128.7876,189.255,32.2218,59.8087,68.0468,81.1385,163.206,47.1585,79.4315,55.1284,70.1389,171.0817,76.9593,281.15,186.7182,194.939,150.6812,227.6024,78.783,130.37,309.793,142.2225,194.65,60.3,26.26,249.956,148.54,175.3191,59.376,58.9595,77.0778,460.08,81.41,114.13,171.23,132.3,149.2402,109.2017,58.0504,151.06,87.57,61.6,32.29,156.4,65.2347,150.01,71.2024,571.25,175.66,103.6245,77.1655,239.931,122.12,83.66,104.9131,37.39,17.95,62.7156,96.65,75.981,56.13,55.1386,52.77
2017-08-11,128.7973,189.6973,32.0579,60.0011,68.2303,81.7931,163.5148,47.6295,79.0613,55.2648,69.8495,172.566,77.2219,283.68,186.4328,197.0435,150.4143,228.269,79.3097,130.61,314.083,142.4893,194.25,60.82,26.41,248.2874,153.78,174.3394,59.3661,59.0878,78.6232,466.59,82.14,114.5,173.56,132.93,148.1733,110.7585,58.8037,153.02,88.91,62.11,30.88,156.21,64.9149,151.37,71.1435,577.58,177.03,104.1053,78.2807,240.8607,124.1,85.29,107.1234,38.2,18.26,63.692,97.74,77.6126,56.55,54.9697,52.89
2017-08-14,129.165,190.3754,32.1158,60.28,68.4139,82.5357,165.6766,48.1593,79.3925,56.1318,70.2451,173.3629,77.1149,286.05,188.2831,198.4302,153.8941,228.0337,80.0847,132.96,321.5197,144.288,194.8,61.31,26.68,248.5457,154.49,176.3089,60.3699,59.4729,78.7718,474.54,82.95,115.64,174.16,133.96,147.2743,111.5616,59.0911,155.32,89.99,62.91,29.63,156.5,64.7017,154.26,72.1828,582.08,179.76,104.4585,78.3394,243.2202,126.28,84.635,107.223,38.44,19.28,63.7617,98.4,76.4359,56.92,53.9365,51.32
2017-08-15,129.0682,191.1518,32.1833,60.1165,67.9502,82.653,165.2102,47.9042,79.6069,56.3753,70.5441,172.8947,76.9302,287.92,189.9365,198.145,153.9831,226.5634,80.0449,131.37,328.4563,145.7111,193.92,61.73,26.47,245.149,152.72,179.1183,60.6581,60.0358,78.5043,472.57,82.85,114.83,177.97,135.21,147.4521,112.0177,58.8532,154.67,91.53,63.44,30.13,156.76,64.3818,154.51,71.3651,580.78,179.52,104.5959,78.2611,242.8602,126.37,83.97,107.7806,38.19,19.49,63.9012,99.22,76.9006,56.98,53.4099,50.81
2017-08-16,129.8327,190.4344,32.164,60.3089,68.0275,82.6628,166.5219,48.8756,78.6131,56.0149,70.766,174.7675,77.0663,294.08,190.2908,198.0565,154.1215,224.1545,81.0385,131.26,329.633,145.6815,194.15,62.0,26.68,245.6753,151.37,179.8181,61.1253,60.5887,78.2467,468.54,82.87,115.57,178.46,136.55,145.8518,112.1268,61.5887,155.21,92.59,63.96,30.47,156.44,63.9748,155.16,71.6213,584.96,182.4,104.7431,78.2905,244.5098,124.34,85.155,108.2087,38.21,19.52,64.3994,99.71,78.2949,57.34,53.1317,51.02
2017-08-17,128.7392,189.3828,31.7687,59.4817,67.4768,81.7541,163.0436,48.3654,75.7975,55.3037,69.7916,172.2273,76.7162,284.42,188.9228,196.0109,154.0325,220.9887,80.3927,127.58,324.3663,143.6555,191.2,61.04,26.64,245.9733,148.54,177.9885,60.5289,60.0555,77.058,464.02,83.62,113.57,169.36,134.63,145.0516,111.4724,60.3201,151.9,91.7,63.36,30.56,154.56,63.151,153.7,71.7099,573.84,180.22,103.389,78.5608,245.1197,121.74,84.805,106.7152,37.95,18.42,63.423,99.26,76.8215,56.56,52.8237,49.88
2017-08-18,128.3424,187.5352,31.4987,59.145,67.5831,81.5,162.5383,47.8257,75.0863,54.9628,69.5697,171.9085,75.5201,281.77,187.9977,194.4177,152.688,220.2218,80.3529,127.65,328.103,142.598,189.32,60.56,26.89,245.5959,148.13,176.9888,60.3798,60.1049,76.8005,467.98,83.49,113.11,168.61,133.4,144.2316,110.4411,60.7066,150.44,91.55,64.25,30.72,153.91,62.395,152.14,71.9858,574.64,179.7,102.8984,77.2439,244.9897,121.19,84.745,107.5217,37.42,18.04,63.2337,100.5,76.4062,56.23,52.5058,50.21
2017-08-21,129.1359,188.7243,31.5855,59.6067,68.2979,81.6075,163.3836,47.9631,75.3883,55.1771,70.0425,173.343,75.5007,283.15,189.9168,195.8732,152.9747,219.219,80.5616,127.43,327.5663,143.4282,190.68,60.33,26.89,247.6617,149.01,177.9385,60.9762,60.3419,77.5236,469.74,84.26,114.22,167.98,133.43,144.3699,111.8194,61.1923,150.41,93.08,64.93,30.44,153.74,62.3757,153.32,72.3503,579.95,180.18,103.026,76.6935,247.6391,120.89,85.41,107.3724,37.63,17.79,63.9112,101.22,76.7127,56.47,52.4462,51.26
2017-08-22,128.7499,191.4368,31.9615,60.0396,69.3123,79.8878,165.2394,48.7775,76.2457,56.1805,70.7564,176.1123,75.6174,286.72,191.8655,197.0435,154.8728,219.9859,81.9924,130.29,332.1997,143.8037,194.76,61.62,27.21,251.555,155.48,179.7781,61.2247,61.3688,78.0486,478.65,86.25,114.22,172.55,138.2,146.484,112.9994,62.4015,152.82,94.73,65.37,30.73,155.4,63.403,154.99,73.4438,592.68,182.84,104.8314,77.863,249.0587,123.86,85.65,108.0096,37.6,18.61,64.6982,102.57,77.7213,56.78,53.3404,51.41
