date,BA,MMM,HON,UNP,GE,UTX,UPS,CAT,LMT,CSX,FDX,RTN,GD,NOC,NSC,EMR,DE,ITW,ETN,WM,DAL,JCI,LUV,ROP,FTV,IR,PCAR,PH,ROK,COL,CMI,SWK,UAL,INFO,HRS,CTAS,VRSK,GWW,AME,TXT,TDG,FAST,RSG,LLL,EFX,AAL,XYL,CHRW,EXPD,DOV,CPRT,URI,KSU,MAS,HII,JBHT,SNA,RHI,ARNC,JEC,NLSN,AOS,ALLE,ALK,FBHS,FLR,PNR,FLS,SRCL,PWR
2016-06-03,120.1742,159.3387,109.6113,82.1603,27.5677,95.3299,96.3174,70.4009,225.6252,25.6649,160.0628,128.2159,134.6071,208.1373,79.1986,48.7444,81.5076,102.3566,56.998,58.4257,39.5718,42.8539,40.7313,169.3099,,62.5636,52.511,111.5579,112.8723,85.221,106.5892,108.9317,44.3,33.96,76.7906,92.764,79.78,216.626,46.6867,39.8034,222.6099,43.3623,46.4875,136.6277,121.8813,30.171,44.2355,69.7141,47.7105,51.281,24.405,71.27,88.7849,31.2331,153.3933,80.294,152.5816,38.7275,20.9028,50.5893,48.9931,40.0251,66.4867,62.6389,56.7993,50.4703,57.2788,46.9172,98.55,23.61
2016-06-06,124.4385,160.9474,110.3275,82.6074,27.7334,96.2126,96.3081,71.6955,226.0785,25.53,159.5254,128.1488,134.7126,208.3888,79.3511,49.8441,83.3269,102.8817,58.1296,58.7679,39.2957,42.9134,40.9076,171.2812,,62.6587,53.3336,111.8079,113.5695,86.1066,109.0842,109.3066,44.53,33.76,77.693,92.9593,79.9,217.3963,47.4242,39.9827,223.3846,43.015,46.697,136.2235,122.4849,30.6116,44.4397,69.5811,48.1091,53.6161,24.51,73.67,88.2245,30.7943,154.2012,80.8423,152.4857,39.1488,21.6055,51.0412,49.5405,40.4301,66.4965,62.764,56.0986,51.1347,57.9661,48.7401,99.36,23.92
2016-06-07,124.4668,161.7329,110.1461,83.2922,27.7518,96.2981,97.018,72.0614,226.1729,25.5011,161.0496,128.8193,135.4038,208.6306,79.799,49.8908,83.165,103.6169,57.9998,58.996,40.0763,43.0124,42.1807,171.5177,,62.6016,53.7353,111.6733,113.4931,86.1942,109.8815,109.7775,45.81,33.41,78.0962,92.6956,79.62,217.577,47.9355,39.7934,224.5381,42.9305,46.8113,138.87,121.8521,31.6888,44.7218,69.3245,48.1869,54.1538,24.67,74.48,88.7559,31.1356,153.9092,81.2339,152.9652,39.5317,21.4957,50.8546,49.1756,40.9132,66.3496,63.842,56.8479,51.4525,58.3002,49.4081,102.0,24.1
2016-06-08,125.4763,162.2155,110.8336,84.6904,27.9083,96.8866,97.7839,73.2811,227.004,26.0117,160.9715,130.4764,135.8165,210.5361,81.905,50.161,83.0411,104.4379,58.5656,59.1385,39.8383,43.0322,42.6019,171.4389,,62.9074,54.424,112.1349,113.6746,87.9459,111.4947,109.5853,45.69,33.55,78.5954,92.9203,79.92,219.3078,48.4075,39.6539,223.1151,43.1652,47.1065,141.3818,122.6212,31.8357,45.1887,70.0087,48.4494,55.0295,24.85,74.92,89.6447,31.2136,158.4451,81.4591,153.1091,39.4647,21.7152,51.6797,49.8964,41.5574,67.5835,63.8998,57.1885,52.0399,58.1761,49.9331,102.14,24.38
2016-06-09,125.5706,160.9948,111.9222,85.0233,27.8439,97.1239,98.0454,72.3898,227.2778,26.0599,160.3461,130.8499,136.2869,211.426,81.5714,49.9467,82.822,103.8746,58.2224,59.5187,40.3619,43.2799,43.2776,171.7444,,62.764,53.5823,110.9424,113.4072,88.0237,111.279,109.9217,46.7,33.34,77.9714,93.3011,79.58,216.0364,47.9749,39.2354,224.1677,42.5645,47.4303,142.3346,122.6017,32.7073,45.0331,70.4269,48.5953,55.3675,24.995,74.11,87.4341,31.0478,159.3892,80.0199,153.7804,39.2445,21.6055,51.5815,50.1609,41.5866,67.5541,64.9682,56.9841,51.3851,57.4315,49.8853,100.86,24.1
2016-06-10,123.7215,159.5091,111.4161,84.4431,27.6597,96.8201,97.6251,71.3297,227.1928,25.7998,157.1804,130.8978,135.8549,210.246,80.1325,49.1451,81.6028,103.1968,57.1557,59.5187,40.0192,43.0818,42.7292,169.6647,,61.6175,52.5014,108.3842,111.4588,86.6321,108.8028,108.5473,46.08,33.1,77.7602,92.305,78.76,211.5668,47.5127,38.6175,219.8482,41.8324,47.2113,140.6985,120.6158,32.4527,44.6635,69.3625,47.8952,54.2844,24.51,71.51,85.8053,30.4628,158.8149,79.266,149.5127,38.2775,20.837,50.6483,49.6409,40.8351,66.5065,64.4099,55.4759,50.1814,56.6869,48.511,100.08,23.47
2016-06-13,122.5705,158.1558,109.936,84.3765,27.4664,96.0702,96.8031,70.5791,224.7092,25.6167,156.7603,129.2216,133.532,208.0116,79.313,48.1199,81.2694,100.8481,56.2374,59.4617,38.6199,42.8936,41.2895,166.4713,,60.7194,52.1762,107.2975,110.7329,84.6663,106.683,107.961,44.06,32.75,77.3858,91.9046,79.1,206.7928,46.4706,37.87,217.9368,41.2786,47.1922,139.5148,120.1193,31.1404,44.4203,69.353,47.3702,53.9157,24.44,70.31,86.6391,30.0825,155.2524,78.7275,147.6043,37.5307,20.4637,49.833,49.1756,40.5765,66.2121,61.8786,54.8239,49.0258,55.8754,47.6712,100.37,23.02
2016-06-14,123.1177,158.6101,110.2988,83.6822,28.0281,96.0513,96.8872,70.232,226.3618,25.424,156.4762,130.0358,133.8391,209.8107,78.9032,48.4834,81.1075,100.915,56.0612,59.8609,37.2301,42.8936,39.0566,166.6093,,60.8245,51.7554,107.6053,110.9048,84.0337,105.9421,106.7981,42.09,32.78,77.741,91.9242,78.86,209.1798,46.1258,37.4415,218.3915,41.5227,47.1637,140.2943,119.1264,29.7303,44.4008,68.8684,46.9229,53.4625,24.365,70.0,86.0186,29.6534,155.048,77.5722,147.2207,37.0616,19.9807,50.1178,49.5862,40.5326,66.3495,59.2125,54.4638,48.6502,56.496,47.9193,100.57,22.95
2016-06-15,122.7969,158.7899,110.3084,83.2637,28.0557,95.4343,97.0367,70.429,226.1257,25.424,156.3881,130.2465,134.4919,210.0815,79.5703,48.4275,80.8027,100.4185,56.256,59.6898,37.0206,42.6459,39.1154,165.9588,,61.4551,51.5258,107.3456,110.3891,84.0142,106.4017,107.4901,42.89,32.43,77.9618,91.8363,78.39,209.0276,45.909,37.9498,218.6272,41.2599,46.9922,140.0152,118.3476,29.8576,44.3425,68.9159,46.9132,53.5163,24.42,69.84,84.6612,29.4389,155.5055,78.4338,146.7795,36.8797,20.7491,50.1277,49.3854,40.8156,66.8695,58.866,54.4249,48.785,57.0878,47.6426,101.21,23.05
2016-06-16,122.0516,160.8055,110.5662,82.8357,28.4259,95.9848,97.3355,70.3539,226.5224,25.4626,158.5528,130.4285,134.1559,209.6463,80.2278,48.5766,81.0789,100.5426,56.3859,60.2696,36.1925,42.8341,38.9587,166.1954,,61.6748,51.851,107.2398,110.6852,84.3159,106.3172,107.6631,41.83,32.41,78.7106,92.3636,78.42,210.5492,45.978,38.0295,218.4504,41.579,47.5542,139.1299,119.1069,28.5356,44.1285,68.5072,46.9813,53.6008,24.42,67.01,84.6709,29.9069,155.0091,77.6701,147.2015,36.7361,20.6174,50.0687,49.1665,40.9132,66.9087,58.1056,54.892,48.891,57.5461,47.1558,102.89,23.09
2016-06-17,122.4762,159.8686,110.6904,83.3017,28.3888,96.0607,98.0921,71.2358,224.3409,25.7709,158.925,128.9821,133.4168,207.3055,81.1807,48.8749,81.9172,101.4305,57.1557,59.5472,36.1829,42.5865,38.9195,165.259,,62.2385,52.0041,107.8842,111.4588,83.878,107.0957,108.2109,42.62,32.65,78.6338,91.8167,77.8,210.6728,45.8401,38.1092,218.4673,41.7386,46.9065,138.2926,119.3989,28.7315,44.2841,68.4027,46.9521,53.9771,24.295,67.62,85.3302,30.1215,155.4958,78.1498,146.7028,36.9371,21.0346,50.3339,48.7285,41.206,66.4084,57.634,54.9698,49.0161,58.4243,47.7189,101.48,23.21
2016-06-20,125.2404,162.0357,111.7789,83.7868,28.6022,96.5354,99.1009,71.7049,225.3608,26.0117,161.0995,129.1162,135.2694,208.118,81.6191,49.7323,81.5266,101.8983,57.7772,59.4712,36.2591,42.7549,39.1937,168.0089,,63.0316,52.5397,109.4229,112.7004,84.4132,108.7747,109.8928,43.4,32.73,79.8434,92.0413,78.92,211.9091,46.1455,38.7171,220.1597,42.2735,47.097,137.975,120.8981,29.0938,44.8385,68.9349,47.3216,54.7299,24.57,68.85,86.61,30.5895,156.3523,79.217,147.8824,37.7605,21.4298,51.4636,48.9019,41.6501,67.6445,57.249,56.0889,49.6613,59.4554,48.1197,101.97,23.44
2016-06-21,124.08,162.1682,112.0081,83.3683,28.7043,96.412,99.6333,71.7612,225.2758,25.6552,160.5901,128.9151,133.8199,207.8181,81.0092,49.5366,80.0978,101.2682,57.3691,59.6233,36.8112,42.7747,39.6834,167.8315,,62.487,52.2049,109.0478,111.9554,83.6347,108.2025,109.6333,44.86,32.66,80.1602,92.2855,80.16,211.9662,45.712,38.3982,221.229,42.1985,47.3065,138.3215,121.6477,29.3974,44.7315,68.5072,47.2243,54.3996,24.49,68.96,86.9493,30.5798,157.0045,78.4534,148.1893,37.5307,21.6494,51.277,48.838,41.3817,67.7132,58.1922,56.0208,49.4302,58.7012,47.4994,101.41,23.5
2016-06-22,124.3159,162.0357,111.311,83.2161,28.5558,96.2031,98.9608,71.7049,224.9169,25.5782,153.3026,128.9247,133.2248,207.8568,82.0003,49.0147,79.9359,101.0104,57.2856,59.9369,36.697,43.062,39.4288,167.4865,,62.4487,52.4536,108.6824,112.6908,83.5763,108.5965,109.2297,45.09,32.3,80.0546,92.3831,78.96,213.0313,45.7317,38.189,220.4965,42.1891,47.3161,138.4466,121.8327,29.2701,44.6537,68.2887,47.1854,54.2537,24.415,69.01,87.0948,30.4335,157.6858,77.9442,146.1178,37.3871,21.7152,51.3948,48.7833,41.4207,67.5366,57.4415,55.6218,49.5939,57.8706,47.4324,101.88,23.56
2016-06-23,125.9952,164.761,112.0272,84.2148,28.9362,97.1334,100.147,73.3843,226.6451,26.0117,154.6543,129.145,134.1751,207.673,82.9056,50.0212,80.2883,101.9843,58.2688,60.3076,36.4685,43.5573,38.7726,170.4237,,63.3373,53.8979,109.6441,115.1072,84.4814,111.5792,110.5752,45.17,32.69,80.7746,93.4476,80.13,214.8952,46.7661,38.2886,223.4267,42.7616,47.478,138.8893,123.5947,29.7009,45.0817,68.3457,47.6521,55.0449,24.715,72.23,88.3455,30.6968,158.6592,79.0604,149.2442,37.9999,22.2861,52.1611,48.984,42.2991,67.9388,56.9217,55.3104,51.0192,58.7203,48.17,103.38,24.11
2016-06-24,119.3629,160.039,107.883,81.0855,27.6652,93.8681,97.5223,68.5151,226.3618,24.7593,147.4844,130.0262,130.6811,205.7482,78.7507,47.3743,77.8403,97.0865,53.8258,60.5452,33.489,41.2095,37.519,164.9633,,60.0696,49.7085,101.8543,107.3232,81.9511,103.6441,103.0594,41.06,31.21,77.741,91.1429,77.96,206.7167,44.0372,35.7872,216.9432,41.0628,47.3161,136.0695,118.8538,26.489,42.9322,68.0796,46.184,51.8187,23.82,66.25,84.4479,29.4291,156.4399,76.6127,143.9791,35.3478,20.5954,48.7917,46.621,40.8791,64.4757,54.3711,54.24,46.9746,55.2072,43.5906,100.72,23.01
2016-06-27,115.759,158.2126,106.4316,78.4604,27.2013,92.2734,96.9246,66.9671,225.9746,23.5839,143.1353,129.1162,127.7246,207.141,75.9301,45.8831,76.7588,94.2349,51.544,60.4977,31.7564,39.8425,36.001,162.4007,,56.544,46.753,96.6803,103.2546,78.9732,99.1888,100.1857,37.75,30.4,75.3506,89.4827,76.0,205.6136,43.2294,34.2026,212.068,40.0773,47.0399,134.8377,115.4855,24.7459,41.551,68.5928,45.7659,49.6218,23.23,62.27,81.9561,28.5515,154.8631,75.3105,141.9652,33.0979,19.9807,46.8074,45.7725,39.9421,62.8078,53.5723,53.627,44.4323,53.7275,41.1955,99.17,21.72
2016-06-28,116.8816,160.4837,108.9143,80.6575,27.7765,94.0009,97.7839,68.0366,227.5045,24.1812,145.065,127.3826,128.5692,209.0562,78.36,46.3491,78.1024,96.5199,52.7406,61.0205,33.0035,40.5557,36.6572,164.1354,,57.6237,47.6616,98.4787,104.926,79.888,100.3049,102.0887,38.95,31.3,77.0882,91.1038,77.47,206.7167,44.0471,34.4019,216.5054,40.1805,47.4113,135.9252,118.7564,26.2148,41.8817,69.7711,46.2812,50.8585,23.365,62.97,84.0213,29.1756,156.5665,76.6225,145.0628,33.9117,20.4857,47.0137,46.5572,40.8351,65.1526,54.5829,54.639,45.1931,53.8802,41.6937,99.95,21.92
2016-06-29,119.8063,162.3101,109.2962,82.0652,28.3424,95.3678,99.325,69.6409,230.4981,24.74,147.1807,129.3749,130.9344,210.1299,79.8085,47.2159,78.2272,97.7585,53.8815,61.5718,34.498,41.3086,38.087,164.7465,,59.0855,48.4364,100.0751,106.6069,81.5521,102.9218,103.8763,40.57,32.28,78.8066,93.4085,79.16,208.3619,44.8056,34.9102,219.6798,40.7718,48.1395,137.9269,122.3681,27.1255,42.4556,69.9897,46.816,52.2027,24.045,65.49,86.4355,29.7119,160.0706,78.1303,147.892,35.0606,19.9807,47.888,47.3874,41.7721,66.7223,55.5261,55.1839,46.7531,55.0831,42.5272,101.98,22.43
2016-06-30,122.5233,165.7168,111.0723,82.9878,29.2052,97.3422,100.614,71.1233,234.3605,25.1254,148.6696,130.2215,134.4194,215.0049,81.1236,48.6139,77.7761,100.0051,55.4026,62.988,34.6789,42.2001,38.4004,168.1075,,60.8436,49.6129,103.9123,109.6632,82.8562,105.4637,106.8942,41.04,32.6,80.1026,95.8304,81.08,216.1125,45.5445,36.435,222.029,41.6635,49.1648,141.1701,124.9965,27.7228,43.4282,70.5599,47.6813,53.2474,24.505,67.1,87.3468,30.1702,163.5553,79.2366,151.3541,36.535,20.3539,48.9292,47.4148,42.9969,68.1154,56.1036,56.41,47.4561,55.6463,43.2745,104.12,23.12
2016-07-01,122.3535,166.1143,111.2442,83.0734,29.2145,97.513,101.2118,71.7237,235.4748,25.2506,150.6873,129.8387,136.4467,214.5406,81.1903,48.6512,77.6417,100.6292,55.9035,63.1781,35.0025,42.4775,38.7824,167.4767,49.0638,61.1589,49.5842,105.1529,110.6852,82.1263,105.9139,107.9514,41.37,33.1,79.2866,96.6019,80.93,218.4709,45.712,36.2556,221.2122,42.5082,49.4044,141.2278,125.0647,28.7217,43.6422,71.4532,48.3133,53.1245,24.67,66.58,86.8524,30.2775,163.8473,79.7164,151.5267,36.4584,20.9687,48.8605,47.5607,42.5577,67.4973,56.5367,56.5365,47.4176,56.1618,43.5427,104.33,23.17
2016-07-05,119.7874,166.1994,110.0315,82.9022,29.1774,95.5102,101.2958,69.7817,235.6259,24.7304,149.0516,131.6493,133.6182,214.2988,79.9514,47.5794,75.9814,99.7651,54.4658,63.7483,33.9078,41.1996,38.4004,164.5296,48.1328,60.2703,48.2833,102.9698,107.6193,80.3551,103.3439,107.0672,40.29,32.55,78.2786,97.1683,81.62,214.7145,44.5002,35.5978,218.762,41.6541,49.5673,141.6898,125.4833,28.33,43.613,71.3011,47.9244,51.5421,24.7,63.47,84.826,29.7899,165.7648,78.982,148.688,35.3574,20.332,47.7897,47.1319,42.2259,66.7223,56.4309,56.2057,46.965,55.274,42.3164,102.55,23.04
2016-07-06,119.778,165.7547,111.5497,83.1686,29.4464,96.2316,100.614,70.2038,236.1642,25.0194,148.3463,132.9494,135.0469,214.4729,80.952,48.1572,76.2693,100.9748,55.1429,63.8814,33.8697,41.1699,38.3221,164.6382,47.291,61.2066,48.5799,104.2393,107.7817,80.5108,103.7472,107.74,39.31,32.22,79.1426,96.973,81.66,212.5463,44.2736,35.6477,220.8754,41.6165,50.1134,144.625,126.593,27.762,44.3328,71.0826,47.6133,51.642,24.66,63.66,85.718,30.2448,167.8089,79.9807,149.9347,35.7499,20.1783,48.8998,47.6064,42.5626,66.9676,56.3442,57.0133,47.668,56.0759,42.9871,102.82,23.46
2016-07-07,119.9761,165.4802,110.8718,83.7297,29.5207,96.7916,100.7354,70.4102,235.8715,24.9327,149.4727,131.8804,133.8885,213.2832,80.0849,48.8096,76.1734,101.6949,55.7551,63.9574,34.6218,41.3383,39.0272,165.1616,47.2811,61.6462,48.5416,104.0758,107.8963,80.5108,104.3569,108.5761,40.09,31.96,78.9794,96.4457,81.85,214.3912,44.6874,35.5879,220.9933,41.9732,49.9122,141.2759,126.9532,28.7902,44.3814,69.7141,47.8952,52.7942,24.465,64.63,84.9908,30.5187,166.7674,80.715,150.8074,36.1712,20.5076,49.0864,47.6702,42.6895,67.3404,57.2393,57.1982,48.1976,56.6296,43.0637,102.06,23.66
2016-07-08,122.7309,167.6094,113.4786,86.2598,29.8732,98.3958,102.2953,72.5868,237.8829,25.5589,153.0186,133.3731,135.6165,214.7051,82.3529,49.8069,77.7089,104.0376,57.434,64.2616,35.5737,42.3685,39.703,167.8966,49.7174,62.8118,49.852,107.0667,110.5037,81.8441,107.5835,110.4983,41.48,32.03,80.8322,97.2953,83.4,219.1747,45.1603,36.8635,227.182,42.4519,50.3626,144.0861,128.7347,29.4169,45.14,70.7309,48.5369,54.0309,24.925,67.44,87.4535,31.5164,167.9257,83.2215,153.5982,37.0137,21.5615,50.3438,48.2359,43.5484,68.4195,57.6147,58.5897,49.6613,58.6439,43.8685,104.7,24.36
2016-07-11,124.5706,168.4516,113.2208,86.9256,29.8825,98.6806,102.7529,72.9902,240.2344,25.6938,153.8903,134.0473,136.3019,214.6954,82.8579,50.2263,77.7281,104.6617,57.8792,64.3566,36.2876,42.5567,40.1927,168.4595,50.6286,62.9456,50.6937,107.6053,112.2324,82.681,108.6996,111.3537,42.41,32.66,81.0338,95.7718,84.02,220.2113,45.5544,38.1092,225.919,42.5739,50.4105,143.422,128.9392,30.5137,45.7042,68.2887,48.43,54.5917,25.005,68.26,87.6377,32.0837,169.23,83.2117,154.7874,37.502,22.2642,50.9332,48.7103,44.0559,68.6059,57.9035,59.4558,50.114,59.379,44.2325,104.42,24.67
2016-07-12,123.4102,169.5399,113.6505,87.5629,29.9289,99.1932,103.0145,74.8666,240.5271,26.031,156.6721,133.219,136.6398,213.2542,84.2587,51.2888,79.1005,105.6314,59.3262,64.1285,38.2772,42.6954,41.9555,168.3903,50.0839,63.9584,51.7841,108.9132,113.6841,83.479,111.5979,112.2956,46.16,32.84,81.5618,95.2152,84.48,219.1462,46.0076,38.2288,226.9294,41.1003,50.0847,143.7685,129.8348,33.9411,45.8306,68.8494,48.605,55.3291,25.005,70.29,88.52,32.6706,168.5292,83.5348,156.0341,38.2392,23.4718,52.1512,49.1938,44.3877,69.1946,60.8776,59.4169,51.2214,60.7155,45.8133,105.21,25.39
2016-07-13,122.7498,169.5872,113.6791,89.5413,30.0216,99.7532,103.4815,74.7634,241.6604,27.1774,157.1325,133.7487,136.8232,214.5213,86.4981,51.4752,79.6188,106.1786,59.2427,64.4517,37.6584,42.9035,41.5246,167.9263,50.1334,64.5125,51.5545,108.7497,113.5027,82.9243,110.8007,112.68,45.86,36.1,81.917,95.2054,84.71,219.2698,45.7613,38.2388,228.2598,40.6404,50.2763,143.6626,129.8835,33.7355,45.7334,69.2105,48.7703,55.5518,24.78,69.24,89.7125,33.013,168.5389,83.7502,155.7464,37.2818,23.5157,51.8565,49.057,44.1437,69.1063,60.8006,59.7283,50.9229,60.3718,45.7079,104.9,25.43
2016-07-14,124.1083,171.1864,113.7173,90.0739,30.2721,99.8007,104.1446,75.1105,241.7548,27.9867,158.1904,133.4309,137.6245,213.8926,87.4701,52.2394,80.2714,106.6203,59.1778,64.5372,39.0102,42.9332,42.2787,169.8517,51.0743,64.9807,51.7171,109.4614,113.3976,83.5179,112.0575,112.8915,47.85,35.89,82.1378,95.6156,85.6,220.2493,46.4115,38.4381,229.6491,40.6404,50.2667,143.1911,130.0782,35.1358,45.5486,68.7068,48.78,55.7439,24.955,69.59,92.0201,33.2771,167.3903,83.525,156.0341,37.7892,23.5157,51.9056,49.2942,44.2364,69.6655,62.4272,59.6796,51.231,60.5341,46.5605,106.19,25.36
2016-07-15,124.9008,171.6596,113.851,89.3891,30.5041,100.1424,103.7056,75.711,242.6803,27.4761,157.299,133.5465,137.1708,214.2118,87.1842,52.4072,80.0507,106.7835,59.2056,64.1095,38.0582,42.7846,42.2689,169.7431,50.7375,64.9138,51.4684,109.3267,113.8083,83.5179,111.6261,112.7762,47.43,35.16,81.8594,95.3128,85.24,219.9735,46.9139,38.6175,228.5629,40.7812,50.1613,144.1534,130.4968,35.1456,45.7625,68.3647,48.6147,56.1587,24.95,70.12,91.5062,33.3358,167.0399,83.4858,155.756,37.6839,23.9768,51.7681,49.4311,44.3877,69.9991,62.6004,59.6407,51.0769,60.6868,46.5222,105.91,25.46
2016-07-18,125.882,171.3852,113.5264,89.5222,30.5319,100.1329,103.5842,75.6068,242.0287,27.4279,157.4655,132.9109,136.1185,213.5831,87.2986,52.3699,80.4441,106.2458,58.8902,63.9004,38.1725,42.745,42.2885,168.5582,50.797,64.1399,52.1667,108.7689,113.9707,83.4985,110.8569,112.7665,47.71,35.2,81.6482,95.3617,85.06,217.6341,46.8154,38.8567,228.9755,40.3401,49.9505,143.4124,130.3799,35.2827,45.7042,67.8896,48.6925,56.2278,24.78,69.18,92.7085,33.1597,165.794,79.5695,154.7011,38.0669,23.9768,51.6895,49.2942,44.578,69.5968,61.8304,59.6504,51.0288,60.1141,46.2827,105.86,25.68
2016-07-19,127.0424,171.5082,113.9656,89.3605,30.5505,100.2563,103.3414,75.531,244.5501,27.2641,156.4077,132.8723,138.3485,214.2988,87.0985,52.5097,79.9067,106.6779,58.4821,64.2711,38.5818,42.8044,41.838,169.0618,51.0545,64.1208,51.3154,108.1342,113.6555,84.0337,109.2437,112.0553,47.85,36.35,81.9074,95.1371,85.54,207.1066,47.2883,38.5776,230.8953,39.8332,50.1134,143.8455,130.9738,35.2631,45.889,68.0606,48.6147,56.0511,24.73,67.93,94.4537,33.0521,164.9082,79.1093,153.5119,37.8658,23.34,51.5618,49.6135,44.1047,70.4798,61.4743,59.4947,50.9421,59.6767,45.4971,106.37,25.46
2016-07-20,127.099,171.6785,114.4717,89.5222,30.4113,100.655,103.2947,75.4836,242.3875,27.5724,156.7897,133.0746,139.536,215.2661,87.432,52.3606,79.4748,109.6638,58.8995,64.4137,38.2772,43.0283,41.1622,171.5401,49.8561,64.5221,52.578,108.8074,114.1426,84.569,110.266,112.4398,48.3,35.66,82.589,104.3461,85.4,206.4124,47.0814,39.1357,230.7522,39.9365,50.1709,143.6337,132.0933,35.175,45.9084,67.633,48.43,56.1126,24.88,69.86,95.239,33.5803,165.1516,79.8436,154.9984,38.5743,23.2961,52.3772,50.2613,44.1974,70.5681,61.1086,59.9326,51.4621,59.8975,45.9187,106.52,25.55
2016-07-21,125.9763,170.5808,113.3067,86.4881,30.235,100.4746,102.6408,75.7868,239.9983,27.3027,155.1637,129.9158,137.9141,211.0681,87.251,51.7175,78.9086,109.4526,58.6305,63.8529,36.6684,44.3919,36.5495,169.6838,49.7571,64.0252,52.3293,107.9803,113.1397,83.4206,111.1102,110.4983,46.66,36.2,82.493,104.7855,84.8,204.7196,46.6578,39.0759,228.1082,39.2701,49.8643,142.2383,131.2561,34.2349,45.461,67.69,48.1577,55.2369,24.875,76.25,94.7542,32.6217,164.3242,79.7457,149.647,39.12,23.2742,52.4066,50.5624,43.7484,70.2051,62.2828,58.5119,51.2792,59.4943,45.478,106.27,25.42
2016-07-22,125.9197,170.7511,110.3943,88.3143,29.7433,99.7912,103.0798,75.19,242.9919,27.4375,157.4753,130.5899,138.7926,212.4127,87.6798,52.0157,76.8932,110.0095,58.7882,63.8719,37.0873,45.5465,37.0489,171.1254,48.9251,64.7036,52.6067,108.8074,113.2066,82.9048,110.8757,115.8036,47.57,35.65,83.0978,105.4203,85.75,207.1637,46.6381,39.6838,230.8448,39.8184,50.1997,142.4789,132.1809,35.6059,45.675,68.4502,48.7703,54.7453,25.1825,78.22,94.8609,33.0521,164.626,81.606,151.7952,39.2349,23.2083,52.1414,50.9182,43.7045,70.9703,62.1769,58.8233,50.5954,60.0991,45.6791,107.25,25.4
2016-07-25,125.4197,169.9846,110.2798,87.7721,29.3537,99.3355,102.837,74.5364,241.3959,27.3316,156.9464,130.5514,138.7443,211.958,87.6321,51.8293,74.7818,110.2303,58.8717,63.8909,37.0873,44.9593,36.5886,161.2712,48.5092,64.8374,53.4771,108.1919,112.8723,81.8246,110.8569,116.7647,46.89,35.04,82.0802,105.684,85.52,207.6011,46.1652,39.0161,230.5922,39.6293,50.2284,141.9015,132.8137,35.0575,45.568,67.9466,48.5758,54.5225,25.415,78.34,93.4744,33.4825,164.0225,81.0773,151.6705,39.2062,23.0326,52.053,50.3799,43.3141,70.5092,62.9469,59.1639,50.7784,59.5711,45.3726,106.41,25.42
2016-07-26,127.2216,168.1204,110.719,88.4665,29.196,102.411,103.0892,78.3821,240.5838,27.6687,158.1904,130.3877,139.507,211.2036,88.3849,52.3606,75.8087,111.2768,59.892,64.0145,37.1539,45.3674,37.4896,163.3842,48.8063,65.1336,55.8204,110.375,115.2218,81.9316,114.4774,117.6586,47.73,34.89,82.8674,105.85,85.36,208.7138,46.707,39.4247,233.4887,39.686,50.123,142.4019,132.434,35.7919,46.4726,68.5548,49.062,55.5749,25.3,80.04,92.9993,35.0671,166.271,82.4871,151.3253,39.6849,23.4279,52.9174,49.4402,45.7349,71.088,64.0345,59.9618,51.5488,60.7422,46.5605,107.08,25.76
2016-07-27,128.2688,168.6977,109.7737,87.1539,29.0197,102.2212,101.6228,79.6609,240.0172,27.1774,157.6124,130.3395,141.5536,210.6812,85.8978,52.2301,75.2904,111.1328,59.7436,62.8264,36.6875,45.5266,36.7062,165.4282,48.4497,62.6972,56.5091,110.5288,111.6784,82.0874,115.7624,117.6009,47.44,34.61,82.589,105.4301,85.17,208.5616,46.51,39.1357,234.2044,39.6104,49.5289,141.8919,131.7915,35.4492,46.4726,64.9531,48.5661,55.1831,25.65,80.55,92.4855,35.6442,166.9523,81.4591,149.5607,35.2904,23.5816,53.5068,49.3124,45.8376,70.519,65.3243,60.098,51.9725,61.2125,47.3749,106.48,25.84
2016-07-28,125.4857,168.4232,110.5376,88.533,28.9919,102.1168,101.5574,78.5432,240.3855,27.3123,158.1414,132.959,142.0073,210.1202,85.7834,52.0344,75.0217,110.7584,59.3726,63.0735,37.468,45.1982,36.6964,166.9882,48.1823,63.4997,55.983,110.0865,111.0099,82.934,114.5806,117.4183,47.4,34.84,83.069,105.6449,85.54,209.427,46.6873,39.0659,234.9117,40.1776,49.7301,144.2015,129.9516,35.5863,46.5795,65.7894,48.7606,55.0833,25.215,79.84,92.7085,36.0648,167.9646,81.4297,149.0812,35.5967,23.4498,53.1237,49.4037,45.7789,71.402,65.8921,62.1221,51.7125,61.3181,47.327,105.93,25.57
2016-07-29,126.099,168.7828,111.0819,88.5045,28.8898,102.1832,100.9689,78.3916,238.6668,27.293,158.5822,134.3747,141.8046,209.5399,85.5547,52.0996,74.5802,110.7968,58.816,62.8454,36.8874,45.3574,36.2459,168.2126,47.7466,63.3087,56.4039,109.8172,109.2621,82.3501,115.1528,116.9666,46.89,34.74,83.1554,104.7562,85.28,208.1242,46.3327,38.8666,235.3579,40.414,49.1169,145.9242,128.9489,34.7637,46.5017,66.16,48.0605,54.8682,25.22,79.67,93.1835,35.6834,167.9841,81.3906,150.7307,34.984,23.3181,52.5736,49.1391,45.4462,71.0194,64.6987,61.5674,51.5392,61.2605,45.842,90.27,25.6
