date,AMT,SPG,CCI,PLD,EQIX,PSA,WY,DLR,AVB,WELL,EQR,VTR,BXP,SBAC,O,ESS,HST,CBRE,ARE,VNO,HCP,MAA,EXR,UDR,DRE,IRM,REG,FRT,SLG,KIM,AIV,MAC
2015-12-28,93.4902,173.1855,78.8727,39.6131,284.3644,227.6829,27.7807,69.5806,168.7343,58.3966,63.9329,49.3091,120.4821,104.93,45.8964,222.5418,13.8475,34.73,84.3739,92.4364,32.6781,83.1272,81.0473,34.1803,18.886,23.473,62.7919,138.1594,104.4876,23.1929,36.2732,71.8027
2015-12-29,94.4786,174.7114,79.706,40.2224,288.2106,228.6257,27.817,70.4127,171.4041,59.2528,64.5471,49.8828,122.4571,106.2,46.2777,225.739,14.1585,35.13,85.3104,93.3564,33.0202,83.7891,82.1029,34.6096,19.0559,24.2009,63.2776,138.4548,105.0586,23.4626,36.7651,72.4051
2015-12-30,93.2336,174.1492,78.8183,39.9178,286.0465,227.0393,27.5716,70.3395,171.2008,59.0885,64.4841,49.9888,121.3063,105.1,46.2163,226.1295,14.0075,34.64,84.7448,93.062,33.0544,83.2541,81.4113,34.4909,18.9754,23.6185,63.1218,137.6279,105.6889,23.4406,36.7651,72.3253
2015-12-31,92.1406,173.5067,78.3021,39.6224,285.7725,224.5374,27.2445,69.1418,170.1015,58.8377,64.2479,49.8122,120.3064,105.07,45.9581,222.5415,13.6342,34.58,83.7897,91.958,32.7038,82.3473,80.2737,34.3173,18.7966,23.1304,62.4163,135.7418,104.7157,23.2386,36.4644,71.475
2016-01-04,91.903,171.6328,77.342,38.6807,279.8,221.5188,27.1082,69.6721,166.9513,59.149,62.9171,50.0859,117.1559,105.76,45.5576,220.5987,13.4742,34.09,82.6306,90.5413,32.6952,81.64,79.9188,33.7693,18.6982,22.9848,61.8848,134.5897,102.0278,22.615,36.1183,70.3677
2016-01-05,93.7183,175.0505,78.927,39.4931,286.7269,227.7736,27.1718,69.7544,170.7943,60.6193,64.177,50.9686,120.0423,107.15,46.5456,223.1271,13.6786,34.39,83.7711,91.7372,33.4051,82.6647,82.2667,34.1986,18.9486,23.4044,63.0943,136.1506,102.8064,23.3264,37.0383,73.0783
2016-01-06,93.3856,174.6222,78.2658,39.2808,292.1324,228.1362,26.572,70.4035,169.5195,60.4896,63.5707,50.5007,120.0235,106.17,46.8216,221.2773,13.3942,32.91,83.2055,91.3049,32.0624,82.2385,82.9492,33.9519,18.6803,23.2246,63.4608,136.9868,101.2585,23.1157,36.6193,72.4316
2016-01-07,91.0572,170.9368,76.3185,38.2561,286.6135,225.7612,25.5906,70.2024,168.7435,58.7598,63.3738,49.618,117.8916,102.59,46.0116,219.0929,12.932,31.07,80.4515,90.4033,31.2071,82.3836,82.0665,33.5631,18.1527,22.4539,62.8744,134.7477,98.6077,22.536,36.4098,71.5281
2016-01-08,89.5555,166.0646,75.2497,37.9145,292.7561,224.1113,25.3543,70.4401,165.7503,58.8896,62.0666,49.6622,114.5901,101.64,45.5487,217.2059,12.8965,30.72,79.348,88.453,31.1216,81.8486,81.8208,33.1214,17.7682,21.9401,62.3338,134.9707,96.6428,22.1496,35.7175,69.8097
2016-01-11,89.7931,166.6089,75.8022,37.8683,295.6762,226.3232,25.0907,71.8665,166.785,59.2874,62.8226,49.9446,115.7221,103.87,46.5278,219.0836,13.1098,30.09,78.3558,88.0207,31.6091,82.1206,82.6398,33.4987,17.9113,22.1884,62.7003,135.8719,97.0506,22.5009,35.9452,69.7743
2016-01-12,89.7931,165.5649,76.1373,37.5637,297.604,226.7764,24.5546,71.391,165.8335,58.8377,62.9486,49.3355,114.1468,100.83,46.6703,218.2377,12.7365,30.33,77.4656,86.7327,31.515,81.8758,82.3668,33.149,17.6788,21.726,62.3888,136.0298,95.4379,22.4043,35.6902,69.8097
2016-01-13,87.5787,164.4316,74.978,37.3883,288.7776,226.0331,24.3092,70.9796,163.5147,57.5836,62.3423,48.1439,111.9961,97.72,46.1451,217.3082,11.9632,29.09,75.3699,85.4908,30.9591,81.7202,81.4932,33.1214,17.4642,21.4605,61.7841,136.4015,94.6779,22.1408,35.0161,69.2073
2016-01-14,87.6358,165.672,76.0467,36.6036,293.8901,226.3776,24.0002,71.647,162.7572,57.4193,61.8698,48.2321,113.0715,99.48,46.51,214.566,12.2476,29.47,75.1195,85.132,30.7539,81.8026,79.3728,32.6152,17.4105,21.5033,61.5916,136.6245,94.372,22.2023,34.4422,68.2507
2016-01-15,84.0053,164.3424,71.6629,35.8281,286.519,225.3079,23.4641,69.7818,162.3138,57.3587,61.8777,48.2763,111.732,91.96,46.4566,213.9339,11.6966,28.94,74.3314,83.5681,30.9933,82.6811,78.2899,32.9281,17.3748,21.2721,62.0314,136.3364,92.8149,22.3077,34.4422,67.5243
2016-01-19,86.4002,166.3323,72.0071,36.0405,278.8833,227.0212,23.146,68.6663,164.7619,58.6128,62.3501,49.106,112.5621,90.82,47.1865,215.9603,11.3944,28.56,74.5261,83.8533,31.267,83.3491,80.5377,32.9926,17.3748,21.2635,63.5799,137.823,92.7408,22.5799,34.8339,67.9318
2016-01-20,84.585,161.1924,70.8477,34.5357,278.1745,217.8203,22.3554,66.4171,158.4522,55.7933,60.161,46.7139,109.2795,88.56,46.1718,208.6634,11.4033,28.01,70.8911,81.3602,29.9072,81.7843,77.216,32.0815,16.874,21.0323,62.9019,135.1936,89.5617,22.2637,33.6679,66.6562
2016-01-21,85.5544,163.0306,71.672,34.8311,273.8464,218.5183,22.7189,66.289,158.249,56.6322,60.1925,47.6672,109.4587,87.49,46.7504,205.4286,11.9988,28.35,70.8633,81.7374,30.4716,81.7568,77.0977,31.9986,16.9455,21.2978,62.682,135.3888,89.6729,22.8346,33.6588,67.1434
2016-01-22,88.6242,167.1533,73.9273,35.625,280.7166,224.5646,23.1006,68.3554,161.0481,58.5955,61.2005,48.9913,112.4395,94.02,48.1034,209.0074,12.2654,28.75,72.6066,83.5037,31.6091,83.7152,79.4911,32.8637,17.4553,21.8459,64.0747,139.6348,94.6408,23.344,34.3966,69.7122
2016-01-25,86.5998,165.2169,73.5378,35.2835,283.4383,224.3652,22.2736,69.2332,160.9927,57.7306,61.5784,48.5323,111.1283,93.71,47.9699,207.3899,12.061,27.3,71.837,82.9425,31.3354,84.676,79.7186,32.5876,17.339,21.6403,63.7357,138.3061,94.2237,23.0015,34.3147,68.8619
2016-01-26,87.8829,169.6697,75.7297,36.7882,286.9443,229.7678,22.4917,71.8025,164.4385,57.082,62.7911,49.3797,113.5242,97.04,49.136,210.3738,12.3276,28.0,72.9497,84.6904,31.6861,86.7534,82.3213,33.6368,17.8308,22.1028,65.4033,139.5047,95.6325,23.4845,35.2802,69.4111
2016-01-27,87.9209,166.0111,75.3493,36.4374,283.0981,224.9725,22.2827,70.4401,162.2121,53.2765,61.6335,47.4818,112.3829,95.25,49.0291,204.9081,12.0432,27.74,72.1615,83.8533,30.1124,84.5205,80.7561,32.7257,17.5894,22.1199,64.4137,137.5907,94.233,23.221,34.8339,67.6661
2016-01-28,87.9209,166.6803,76.8166,35.8928,283.7123,225.7702,22.1918,72.6619,157.7316,52.2646,59.6807,47.4818,108.8927,95.07,49.0189,195.9287,11.7232,27.1,72.0131,80.537,29.9328,84.127,81.3021,32.2471,17.5715,22.3511,64.652,137.3492,86.5865,23.221,34.7155,67.3472
2016-01-29,89.6601,166.2252,78.0756,36.4374,293.4932,229.8494,23.2732,73.2197,158.4245,53.8127,60.7044,48.8324,109.619,99.28,49.8408,198.0945,12.3098,27.97,73.4226,81.945,30.7368,85.8565,82.5306,32.7533,18.0007,23.5843,66.3287,140.1365,89.5431,23.8797,35.6628,69.0656
2016-02-01,88.4816,167.6976,78.6372,36.4374,294.3154,230.3208,23.7094,72.7991,158.8679,54.3403,60.4209,48.9736,109.7134,98.14,50.6091,199.1356,12.1854,27.53,72.4675,81.3707,30.9848,85.884,81.4386,33.2686,17.956,23.1904,67.0893,141.2049,86.1694,23.9676,36.0819,69.5971
2016-02-02,86.8184,166.0735,78.0847,36.2528,295.4022,231.3542,23.0188,72.7808,155.5884,53.4581,59.5311,48.3381,108.3079,96.41,51.1183,193.642,11.7588,26.29,70.7149,78.9622,30.6512,84.5662,82.9037,32.652,17.5894,22.7964,66.3196,139.7462,83.3054,23.871,35.6537,68.7999
2016-02-03,86.0011,168.0278,78.5919,36.4836,292.5199,229.4415,23.1369,73.9054,156.2074,55.0582,59.5941,49.4326,108.1947,95.78,51.2344,195.5569,12.1232,25.68,70.6593,79.7681,31.3354,84.6211,80.4102,33.4619,17.9024,23.2075,66.9335,141.5394,82.5547,24.3628,36.091,69.3845
2016-02-04,86.5713,167.3853,78.0937,36.539,291.4898,223.1958,23.3914,74.3809,158.0827,55.0841,60.0587,49.7593,110.6001,95.9,51.3506,196.0588,12.6209,26.36,71.3177,79.7496,31.1225,80.1919,78.3536,33.8392,17.8666,23.4216,66.2005,140.7497,84.3898,24.4243,36.1456,69.6414
2016-02-05,84.4329,164.1728,76.1373,36.2251,272.5801,214.9558,21.801,74.7558,153.6022,55.3384,57.9483,49.7151,108.5626,93.4,49.9301,188.2321,12.5765,24.87,70.9838,78.0544,30.9314,78.2977,74.3585,32.2287,17.5983,23.1218,65.3025,140.025,81.3312,24.2135,33.7134,67.4092
2016-02-08,81.1731,162.8343,73.9998,34.7573,254.0578,207.5679,21.2649,71.7659,151.0894,53.1115,56.8774,47.4112,104.8366,86.85,50.1802,184.2072,12.2299,23.36,69.1849,74.7751,29.5325,77.4557,71.3645,31.198,17.2853,22.8392,64.5878,136.801,77.7443,23.5899,32.429,66.5677
2016-02-09,81.3251,159.6665,74.4526,34.5265,250.4762,211.1395,20.9741,70.5407,148.8353,48.8682,56.1765,44.2069,102.7897,85.74,50.35,179.8569,12.3098,23.32,66.8574,74.5064,24.6148,77.9499,72.1472,30.7562,16.9545,22.745,65.1009,136.3643,75.2511,23.7304,32.2924,66.3639
2016-02-10,81.5817,163.16,74.1175,34.4342,258.3103,213.8136,20.6106,71.2539,151.9948,48.8419,56.5151,44.1363,104.8837,86.34,50.7252,182.9244,12.5143,24.01,67.5529,75.1271,23.6417,78.9016,72.675,31.2164,17.2675,22.8906,64.936,136.2993,76.6692,23.4845,33.0849,66.2931
2016-02-11,79.5099,163.4121,73.8277,32.8371,259.9263,212.8709,20.1925,70.4767,149.2511,47.0622,55.6883,43.0064,102.0445,84.96,53.709,178.7136,12.3365,23.53,66.4401,74.2471,22.7033,77.6662,73.6032,30.5078,16.9335,22.7879,63.9831,134.5526,74.6486,23.0805,32.5839,65.4427
2016-02-12,81.4202,165.2489,75.295,33.2987,269.2158,211.765,20.5379,72.4516,151.8932,47.6934,56.1372,42.7504,102.4501,88.79,54.0306,181.7625,12.8165,24.34,66.6256,75.1549,22.8162,78.2336,74.0673,30.7286,17.3036,23.4644,63.919,134.6176,75.0842,23.0893,32.839,66.6917
2016-02-16,82.1615,167.788,76.083,34.3049,275.2828,215.9076,21.6011,73.5123,152.7708,49.0611,56.838,43.8891,104.0348,90.53,53.441,184.6348,13.1898,24.32,68.6193,76.3499,23.3897,80.8234,75.5143,31.1612,17.8542,24.5177,64.7528,138.3526,76.6784,23.2913,33.3582,66.8777
2016-02-17,81.9144,168.4723,76.6989,34.5819,274.6685,223.0961,21.9737,72.9362,154.9787,49.5608,57.0427,44.56,105.6195,91.66,53.4321,187.3676,13.3053,25.84,68.9345,76.5351,23.7807,81.3084,77.2888,30.9679,18.0889,24.886,64.8352,137.6836,77.5682,23.5109,33.3214,67.7448
2016-02-18,83.1594,170.4082,77.9126,34.7757,274.3472,223.649,21.6647,73.0551,155.533,51.4457,57.4601,45.5487,105.2894,91.57,54.0038,187.7952,13.6164,25.25,69.324,78.0914,24.3976,83.6511,76.943,31.198,18.2513,25.0658,64.7983,137.535,78.9399,23.5197,33.4133,68.5939
2016-02-19,82.9883,170.5793,77.4054,34.4619,282.9091,228.4081,20.7832,74.4449,157.1496,51.9016,57.5782,46.0695,106.0251,89.64,53.7984,192.5266,13.3853,25.06,69.5187,78.7584,24.6756,83.825,78.4446,31.4373,18.3416,24.7918,64.9275,136.4851,80.9327,23.625,33.2571,68.7548
2016-02-22,84.8131,170.5613,78.5828,34.8127,283.3438,229.9219,21.4285,74.582,158.0365,52.8923,58.4286,46.7756,108.2513,93.02,53.3517,194.7668,13.6164,25.79,70.752,80.8797,25.1709,85.0787,78.2535,31.6581,18.7027,25.2199,65.0475,137.1541,83.5093,23.7743,33.5144,70.8732
2016-02-23,83.6536,170.7864,78.2115,34.9973,276.001,229.9945,22.0373,74.0609,157.4822,53.1904,58.1215,47.1464,107.8645,92.76,53.3428,194.4321,13.2964,25.8,70.752,80.2776,24.8146,84.2185,78.1716,31.5109,18.5221,25.0572,64.8444,136.9589,82.1561,23.6163,33.2479,70.1671
2016-02-24,84.6135,170.3272,78.1662,35.2373,278.7888,226.5498,22.7189,73.6037,156.7986,53.9532,57.6648,47.5348,107.2703,95.7,53.182,192.8054,13.3764,25.27,70.752,79.5273,25.1013,83.4681,74.7772,31.0047,18.3145,24.9459,64.9367,136.29,82.0356,23.3264,33.1284,69.9972
2016-02-25,84.9842,172.8212,78.5647,36.0682,290.5826,231.2454,23.046,74.8381,159.5516,54.9438,58.6649,48.6205,108.6475,96.6,53.709,196.1332,13.7852,25.71,72.7921,80.046,25.7704,84.4473,76.9339,31.7778,18.829,25.631,66.0072,139.7648,83.4537,23.8183,33.6615,71.4185
2016-02-26,85.5449,171.4346,77.7043,35.6435,289.9022,230.2845,23.2551,72.1865,158.3598,55.6715,58.7042,48.8942,107.44,94.66,52.5514,195.1851,13.6786,26.2,73.0146,79.8052,25.9789,83.9622,75.6326,31.6305,18.7749,25.3141,65.1028,137.9159,82.8049,23.4406,33.5236,71.0967
2016-02-29,87.6263,170.8314,78.3474,35.505,286.9915,226.16,23.6095,72.2962,158.5631,55.917,58.657,49.1413,107.6664,94.89,52.4708,194.5344,13.6075,25.41,73.4041,79.9997,25.7009,82.3059,74.759,31.5937,18.6666,25.16,65.1305,137.5629,81.7298,23.4933,33.6523,70.6855
2016-03-01,90.0022,175.1803,79.4705,37.1852,291.4425,231.0641,24.2183,74.7283,164.0967,57.8458,60.5361,50.8185,111.3641,96.33,52.7307,201.3293,14.0874,26.7,75.3792,82.6861,26.7087,85.9114,76.6609,32.7993,19.1991,25.6652,66.93,140.5824,86.5401,24.0554,34.8105,71.8028
2016-03-02,89.9262,175.8376,80.0773,37.3606,287.2939,232.2154,24.6,75.3318,164.9281,58.6787,61.7711,51.56,111.3358,96.0,52.9189,202.64,14.1763,26.43,75.2401,83.7329,26.9173,86.4788,78.5265,33.287,19.2894,25.6824,67.8435,139.644,87.4114,24.152,35.2242,71.919
2016-03-03,90.5725,177.7464,79.6063,37.8683,293.5121,229.5322,24.7727,75.2221,166.0921,57.8545,62.6092,50.6929,111.6848,96.82,52.901,205.4751,14.3185,27.01,76.7145,84.3721,27.2648,86.1036,77.1978,33.6184,19.4157,26.2873,67.9727,139.5604,88.3567,24.2662,35.4632,71.0699
2016-03-04,91.1807,178.7458,79.0267,38.3022,292.69,226.577,25.2231,74.8746,166.3046,58.0299,63.0503,50.7287,111.8546,96.58,52.1302,206.8136,14.6563,27.89,77.5861,85.6967,27.3691,85.4447,76.4243,31.9894,19.5963,26.1045,68.148,139.0401,88.0324,24.2486,35.4264,70.7928
2016-03-07,90.8576,179.7633,78.139,38.4038,282.958,227.139,25.3977,75.4049,166.4801,58.6261,63.2179,51.1578,111.9206,96.46,51.7627,207.4457,14.9674,27.95,77.3079,85.0946,28.2119,85.8291,76.0785,32.9834,19.5241,26.8357,67.2622,138.6406,86.9757,24.1081,35.4724,70.4174
2016-03-08,89.9072,177.9985,77.4235,38.1638,283.9273,225.6433,25.269,76.749,165.6857,57.7406,62.6092,50.4605,110.4586,93.53,52.5604,206.2931,14.4607,26.72,77.039,83.0381,27.873,85.9938,75.942,32.56,19.172,26.9315,66.8008,139.0959,84.4362,24.0027,35.215,69.8721
2016-03-09,89.9072,178.0705,77.188,38.5146,286.3128,226.5226,25.3426,78.3125,166.7019,58.3017,63.2356,50.7555,110.6849,91.76,52.8203,206.5812,14.3719,26.78,77.5676,82.8806,28.0642,86.1036,77.307,32.9189,19.145,27.3841,67.1607,139.0494,85.8542,24.0378,35.3804,70.2922
2016-03-10,90.0117,178.2956,76.9887,38.2191,291.4924,226.6223,25.793,77.9285,165.7688,57.1006,62.6886,51.2025,110.4774,91.87,53.1072,205.1219,14.2652,26.54,77.855,82.2044,27.5515,86.0762,77.4982,32.8453,19.0186,26.6355,67.2622,139.7184,85.7708,24.0027,35.362,70.4978
2016-03-11,93.5757,181.2579,77.6952,39.2254,302.2222,232.8045,26.3997,79.0649,169.2516,58.3455,64.3119,53.4372,115.7409,94.55,53.4478,208.6169,14.7807,27.72,79.1903,85.2151,28.3856,87.4305,79.7983,33.5171,19.4789,27.6713,68.3511,141.493,87.9489,24.3979,36.0974,71.5615
2016-03-14,93.1956,179.259,76.9887,39.1331,298.4397,236.993,26.7306,78.6122,169.3347,58.328,64.0384,54.1076,115.7598,94.37,53.5553,205.5309,14.994,27.89,79.5242,84.7056,28.3509,87.9613,79.9815,33.5355,19.3887,27.5756,68.5541,142.134,87.4021,24.4155,35.9779,71.338
2016-03-15,93.5282,179.7543,77.269,39.0961,296.9666,240.4606,26.9604,80.0072,170.0091,57.6441,64.1266,54.2954,116.373,95.07,53.6539,205.7261,14.7185,26.94,80.6555,84.7889,27.9338,88.9496,80.8704,34.1061,19.3255,27.1491,68.9785,143.0353,85.9655,24.6702,36.0974,71.195
2016-03-16,94.8587,180.5646,77.8136,39.4691,301.0438,244.5852,27.0707,80.4414,171.0715,58.3455,64.7177,54.5993,118.2595,95.57,54.5682,206.3767,15.0296,27.25,81.2026,86.1877,28.0294,90.9446,82.4466,34.4006,19.7136,27.4015,69.6891,144.746,88.2826,24.9073,36.4559,71.3291
2016-03-17,96.7025,184.6974,78.7015,40.0659,301.2529,246.1548,27.6498,81.6794,174.5543,59.2398,65.6793,55.4306,119.7971,99.31,55.1866,210.4295,14.8874,27.82,82.8439,87.0214,28.6115,92.4088,83.6379,35.0632,20.0295,28.3938,71.1656,148.5974,89.4412,25.5133,37.2556,72.1604
2016-03-18,95.524,184.5443,79.1042,39.8607,300.0934,245.881,27.659,81.7071,172.7898,58.8628,65.5116,55.2876,119.4764,99.17,54.8909,210.1414,15.0829,28.62,81.898,86.5583,28.8114,92.6559,82.1167,34.7871,19.8671,28.5331,68.7571,145.4471,87.8192,25.0215,37.0074,71.4095
2016-03-21,95.3625,182.7796,78.6465,39.7302,301.6425,241.145,27.8244,79.8871,170.9329,58.5998,64.4177,54.93,118.8066,98.43,54.4696,210.3087,14.9496,28.86,81.6013,85.845,28.1771,91.0544,81.1087,34.4282,19.6324,28.1936,68.2495,144.0355,89.0704,24.4857,37.0074,71.195
2016-03-22,94.9728,182.2123,78.7198,39.6836,303.2106,240.8165,28.1186,80.4969,171.6904,58.5121,64.6165,55.0194,118.2124,97.74,54.5682,212.3816,14.6474,29.51,82.1391,85.6226,27.9599,90.9904,81.2278,34.4834,19.6865,28.6897,67.9542,143.699,89.1353,24.5911,37.1913,71.0073
2016-03-23,94.6402,181.429,78.4086,39.3293,303.5148,242.0028,27.7969,80.4876,171.3764,58.6348,64.4388,54.6976,117.203,96.95,55.0432,212.4095,14.3807,28.5,82.0649,84.4554,27.482,90.5511,81.8968,34.2257,19.7136,28.594,67.539,142.2127,87.6153,24.4067,37.0902,70.3458
2016-03-24,95.372,181.375,78.3353,39.4598,304.8358,243.3533,27.8888,79.6007,170.9883,58.705,64.3944,54.492,116.8446,97.91,55.088,210.2715,14.3807,28.04,82.0835,84.5388,27.5342,89.9654,82.5474,34.0969,19.6234,28.5244,67.659,142.4837,87.3743,24.4155,37.1085,70.2118
2016-03-28,95.2674,182.8426,78.436,40.0472,307.706,246.2552,28.1462,80.3213,172.6972,59.3099,65.4693,55.2697,117.8445,97.73,55.6707,212.197,14.5252,28.14,83.5208,85.4281,27.9599,90.9721,83.5096,34.5202,19.7588,28.8029,68.6463,143.0072,87.3094,24.5999,37.3659,70.2743
2016-03-29,96.8641,186.3271,79.1317,40.8771,312.9996,250.4984,28.523,81.7071,176.4475,60.8441,66.8106,56.5122,120.2055,100.19,56.3518,218.7501,14.8132,28.58,85.0271,87.4939,28.6202,92.6925,85.2049,35.0632,20.4267,29.1598,69.5599,146.0173,89.8872,25.3025,38.0829,70.9626
2016-03-30,97.2347,185.2376,79.571,40.7185,311.8306,249.3121,28.5414,81.6055,175.7216,60.3883,66.4908,56.2798,120.1581,99.96,55.9373,217.5143,14.8132,28.69,84.5312,87.0492,28.1858,92.8664,84.7742,35.2013,20.192,29.2555,69.2738,145.7743,89.5323,25.1708,38.3035,70.6498
2016-03-31,97.2918,187.0024,79.1774,41.1941,314.3016,251.703,28.4771,81.7533,176.9965,60.7915,66.6507,56.2798,120.4995,100.17,56.2071,218.9279,15.0292,28.82,85.0364,87.4753,28.3074,93.5344,85.6447,35.4589,20.3455,29.5167,69.0708,145.8771,90.4849,25.2782,38.4414,70.8285
2016-04-01,99.3161,188.272,79.7358,41.6043,313.5698,251.4201,28.6334,82.6495,176.6894,60.6337,66.7751,56.5212,120.6986,102.04,55.9733,217.9543,14.4532,29.11,84.7277,87.7347,28.3335,93.8181,85.6906,35.3209,20.1018,28.4895,69.5138,146.8493,90.2795,25.3712,38.6344,71.3291
2016-04-04,99.5062,187.9658,79.6534,41.3899,316.5826,252.1045,28.6701,82.6218,176.5312,61.0195,66.331,56.834,120.8977,101.85,55.8924,218.8624,14.1112,29.24,85.1581,87.9107,28.6463,93.3971,85.6722,35.4866,20.2642,28.4808,69.5784,146.6437,89.9526,25.1674,38.7264,70.9269
2016-04-05,98.8409,186.4262,78.8571,41.1381,312.3343,249.8962,28.2932,82.0767,176.5126,60.8529,65.7535,56.7983,120.4521,100.09,56.5218,217.0556,13.8952,28.89,85.1394,87.253,28.7419,93.15,84.8842,35.1552,20.1559,28.3938,68.7294,145.5873,89.2054,24.9459,38.3679,70.7481
2016-04-06,100.4566,187.8758,79.626,41.0729,311.1654,249.7866,28.3024,83.1299,176.2986,60.5548,66.2599,55.4932,121.277,100.59,56.6207,217.5612,13.9312,28.89,84.5219,88.0867,29.2545,93.6168,85.6631,35.1553,20.2372,28.298,68.7202,146.9054,90.4756,25.1674,38.6252,71.1503
2016-04-07,99.7913,186.1921,79.4246,40.6999,309.6447,249.8779,28.3024,83.213,174.8934,60.2918,65.6469,55.7613,119.6745,99.07,56.333,215.8761,13.7602,28.04,84.0073,86.7991,29.576,93.2873,84.9483,34.9651,20.183,28.0978,68.4895,145.6995,89.3361,24.8927,38.4874,70.5872
2016-04-08,100.9564,186.4712,80.5962,41.1381,309.8158,250.0787,28.7161,83.6473,176.0659,60.7477,65.6558,55.815,120.5374,99.81,56.6477,216.6531,13.7332,28.66,85.1113,87.7162,30.106,94.0194,85.7547,34.9373,20.4087,28.446,68.9324,145.9332,90.5316,24.9725,38.7815,70.9269
2016-04-11,101.2429,186.093,80.102,40.9983,307.915,248.4361,28.7804,83.5271,172.66,60.9757,64.2079,56.1994,120.3288,98.77,56.6477,212.637,13.9762,28.39,84.9429,87.6606,30.132,92.6559,84.261,34.0562,20.3274,28.5505,68.5633,145.7462,91.3909,25.1231,37.991,70.471
2016-04-12,101.3957,187.3806,80.2576,40.9983,306.1473,252.0041,28.9091,84.4418,172.7251,61.265,64.2789,56.548,122.5097,100.41,57.3131,214.0506,14.2732,29.02,86.5708,89.7542,30.3927,93.1592,84.426,34.2232,20.2733,28.8638,69.2831,145.7275,92.5584,25.3712,38.2392,70.6766
2016-04-13,101.453,186.9574,80.4589,41.5204,305.5961,248.1258,29.2033,82.3723,170.3801,61.0546,62.6799,56.6999,121.7037,101.46,56.7196,208.7145,14.4892,30.15,86.1217,88.9668,30.497,91.5632,83.8395,33.4905,20.0927,28.8987,68.9785,144.6151,92.3716,25.4244,37.3383,70.6229
2016-04-14,100.4693,187.2365,79.7816,41.3992,304.8358,243.7822,29.1481,80.9588,165.904,61.0809,61.6228,56.5033,121.6753,100.86,56.3509,204.9138,14.4802,30.37,86.4586,88.6889,30.4535,88.6848,81.796,32.9526,20.0476,28.9596,68.4249,144.1944,92.6798,25.2738,36.4008,70.4799
2016-04-15,101.0233,187.1645,79.8914,41.8002,308.0196,244.5031,29.1665,81.2729,168.826,61.2036,62.9731,56.4586,122.87,101.59,56.6567,210.5119,14.5882,30.41,87.8152,88.8927,30.3493,90.2716,82.6482,33.6574,20.1379,29.2207,69.117,145.3443,93.838,25.389,37.2097,70.6051
2016-04-18,100.7941,188.245,80.166,42.0705,309.4357,248.7555,29.4055,81.624,170.3987,61.9313,63.2929,56.9681,123.2778,102.22,56.7825,211.9817,14.2732,30.71,87.7497,88.7444,30.523,91.0189,82.9873,33.9635,20.2552,30.2478,69.3477,145.5873,94.5291,25.3801,37.5682,70.5246
2016-04-19,100.7559,187.5156,80.6328,42.6859,308.7419,240.4332,29.3963,81.9566,170.8733,62.5362,63.7371,57.1469,124.3493,101.86,56.9084,214.631,14.2732,30.62,87.7684,88.9853,30.6186,91.3787,80.6871,34.1211,20.2101,30.4742,69.2831,145.2601,95.6032,25.3978,37.5957,70.2833
2016-04-20,100.1064,183.4279,80.1843,41.9866,308.9795,239.8036,29.3411,80.4322,166.9555,60.511,62.3069,55.7524,122.0166,103.42,55.3529,208.5835,13.9852,30.68,86.0843,87.8274,29.7237,89.4874,80.2106,33.2215,19.7949,30.509,68.1757,143.2877,95.3791,25.0611,36.8052,69.7202
2016-04-21,97.9576,179.4391,78.6191,41.25,304.0185,232.7771,29.2584,79.1018,165.2898,58.4069,62.0226,53.3568,121.277,103.0,53.078,208.106,14.0302,30.13,85.2236,87.1974,28.7071,88.2235,78.2496,32.8969,19.5873,30.6482,66.9023,139.9878,98.2371,24.7155,36.3732,68.3794
2016-04-22,99.5048,182.0052,80.3216,41.8654,306.0333,234.4653,29.6537,79.6099,167.6628,59.8535,62.7688,54.0719,122.6994,103.74,53.3837,210.1749,13.8052,30.52,86.7299,88.3924,29.3327,88.9431,78.8086,33.3885,19.7768,30.9616,67.6866,140.9881,98.3024,25.0079,36.8971,68.6565
2016-04-25,99.4952,183.3828,79.7999,42.6953,310.6046,235.8797,29.3136,80.7555,169.04,60.7565,63.3018,54.8585,123.2683,103.49,54.2379,212.9366,13.7422,30.01,87.207,89.0779,29.5499,89.7181,79.2209,33.8336,20.0115,30.9007,68.3141,142.4464,98.9189,25.2029,37.4119,68.8352
2016-04-26,100.0587,183.6349,80.1477,42.7046,313.7314,234.3467,29.6353,80.8017,169.1331,60.8441,62.6533,55.5915,123.7898,104.33,53.5905,211.0362,13.9582,30.38,87.4596,89.5226,29.9756,89.9672,79.9174,33.4997,20.0656,31.3098,68.5725,143.456,99.554,25.3181,37.32,68.8621
2016-04-27,99.7913,184.1932,80.3125,42.8911,315.3566,226.4989,29.7088,80.9495,167.0579,61.1948,61.0721,55.8776,123.8372,104.82,53.4556,210.306,14.3452,30.6,87.6935,89.1984,29.7411,89.1646,78.8361,32.7578,20.0927,31.3533,68.997,144.4842,99.2364,25.451,36.9799,68.9783
2016-04-28,99.4475,183.3738,79.7633,42.5647,311.9542,227.2289,29.4331,81.3283,167.0951,61.0721,61.2409,55.6541,122.9364,104.05,53.6532,210.0064,14.2372,30.88,87.7965,88.763,29.463,89.0815,78.9369,32.665,20.0476,31.5448,68.5817,143.5307,98.6667,25.1851,36.8236,68.7548
